,state,category,type,date,crimes,total_population,total_gdp,lat,lon,crime/pop,gdp/pop
54,Johor,assault,robbery_solo_unarmed,2021-01-01,138,4020,262463.625,1.980484069,103.2202231,3.43%,65.29
55,Johor,assault,robbery_solo_unarmed,2022-01-01,193,4028.3,284814.632,1.980484069,103.2202231,4.79%,70.70
56,Johor,assault,robbery_solo_unarmed,2023-01-01,243,4107.2,296451.224,1.980484069,103.2202231,5.92%,72.18
57,Johor,property,break_in,2016-01-01,1475,3651.8,233461.09,1.980484069,103.2202231,40.39%,63.93
58,Johor,property,break_in,2017-01-01,1211,3697,247167.002,1.980484069,103.2202231,32.76%,66.86
59,Johor,property,break_in,2018-01-01,1239,3749.4,261198.304,1.980484069,103.2202231,33.05%,69.66
60,Johor,property,break_in,2019-01-01,1364,3761.2,268449.969,1.980484069,103.2202231,36.27%,71.37
61,Johor,property,break_in,2020-01-01,1273,4009.7,256064.203,1.980484069,103.2202231,31.75%,63.86
62,Johor,property,break_in,2021-01-01,883,4020,262463.625,1.980484069,103.2202231,21.97%,65.29
63,Johor,property,break_in,2022-01-01,767,4028.3,284814.632,1.980484069,103.2202231,19.04%,70.70
64,Johor,property,break_in,2023-01-01,993,4107.2,296451.224,1.980484069,103.2202231,24.18%,72.18
65,Johor,property,theft_other,2016-01-01,2117,3651.8,233461.09,1.980484069,103.2202231,57.97%,63.93
66,Johor,property,theft_other,2017-01-01,2043,3697,247167.002,1.980484069,103.2202231,55.26%,66.86
67,Johor,property,theft_other,2018-01-01,2025,3749.4,261198.304,1.980484069,103.2202231,54.01%,69.66
68,Johor,property,theft_other,2019-01-01,1912,3761.2,268449.969,1.980484069,103.2202231,50.83%,71.37
69,Johor,property,theft_other,2020-01-01,1403,4009.7,256064.203,1.980484069,103.2202231,34.99%,63.86
70,Johor,property,theft_other,2021-01-01,942,4020,262463.625,1.980484069,103.2202231,23.43%,65.29
71,Johor,property,theft_other,2022-01-01,1041,4028.3,284814.632,1.980484069,103.2202231,25.84%,70.70
72,Johor,property,theft_other,2023-01-01,1335,4107.2,296451.224,1.980484069,103.2202231,32.50%,72.18
73,Johor,property,theft_vehicle_lorry,2016-01-01,400,3651.8,233461.09,1.980484069,103.2202231,10.95%,63.93
74,Johor,property,theft_vehicle_lorry,2017-01-01,274,3697,247167.002,1.980484069,103.2202231,7.41%,66.86
75,Johor,property,theft_vehicle_lorry,2018-01-01,278,3749.4,261198.304,1.980484069,103.2202231,7.41%,69.66
76,Johor,property,theft_vehicle_lorry,2019-01-01,219,3761.2,268449.969,1.980484069,103.2202231,5.82%,71.37
77,Johor,property,theft_vehicle_lorry,2020-01-01,141,4009.7,256064.203,1.980484069,103.2202231,3.52%,63.86
78,Johor,property,theft_vehicle_lorry,2021-01-01,71,4020,262463.625,1.980484069,103.2202231,1.77%,65.29
79,Johor,property,theft_vehicle_lorry,2022-01-01,73,4028.3,284814.632,1.980484069,103.2202231,1.81%,70.70
80,Johor,property,theft_vehicle_lorry,2023-01-01,69,4107.2,296451.224,1.980484069,103.2202231,1.68%,72.18
81,Johor,property,theft_vehicle_motorcar,2016-01-01,1443,3651.8,233461.09,1.980484069,103.2202231,39.51%,63.93
82,Johor,property,theft_vehicle_motorcar,2017-01-01,1097,3697,247167.002,1.980484069,103.2202231,29.67%,66.86
83,Johor,property,theft_vehicle_motorcar,2018-01-01,1035,3749.4,261198.304,1.980484069,103.2202231,27.60%,69.66
84,Johor,property,theft_vehicle_motorcar,2019-01-01,981,3761.2,268449.969,1.980484069,103.2202231,26.08%,71.37
85,Johor,property,theft_vehicle_motorcar,2020-01-01,802,4009.7,256064.203,1.980484069,103.2202231,20.00%,63.86
86,Johor,property,theft_vehicle_motorcar,2021-01-01,400,4020,262463.625,1.980484069,103.2202231,9.95%,65.29
87,Johor,property,theft_vehicle_motorcar,2022-01-01,429,4028.3,284814.632,1.980484069,103.2202231,10.65%,70.70
88,Johor,property,theft_vehicle_motorcar,2023-01-01,415,4107.2,296451.224,1.980484069,103.2202231,10.10%,72.18
89,Johor,property,theft_vehicle_motorcycle,2016-01-01,4686,3651.8,233461.09,1.980484069,103.2202231,128.32%,63.93
90,Johor,property,theft_vehicle_motorcycle,2017-01-01,4104,3697,247167.002,1.980484069,103.2202231,111.01%,66.86
91,Johor,property,theft_vehicle_motorcycle,2018-01-01,3881,3749.4,261198.304,1.980484069,103.2202231,103.51%,69.66
92,Johor,property,theft_vehicle_motorcycle,2019-01-01,3471,3761.2,268449.969,1.980484069,103.2202231,92.28%,71.37
93,Johor,property,theft_vehicle_motorcycle,2020-01-01,2347,4009.7,256064.203,1.980484069,103.2202231,58.53%,63.86
94,Johor,property,theft_vehicle_motorcycle,2021-01-01,1144,4020,262463.625,1.980484069,103.2202231,28.46%,65.29
95,Johor,property,theft_vehicle_motorcycle,2022-01-01,1179,4028.3,284814.632,1.980484069,103.2202231,29.27%,70.70
96,Johor,property,theft_vehicle_motorcycle,2023-01-01,1290,4107.2,296451.224,1.980484069,103.2202231,31.41%,72.18
97,Kedah,assault,causing_injury,2016-01-01,398,2119.7,82363.669,6.003563534,100.4953336,18.78%,38.86
98,Kedah,assault,causing_injury,2017-01-01,364,2143.9,86155.209,6.003563534,100.4953336,16.98%,40.19
99,Kedah,assault,causing_injury,2018-01-01,337,2163,89625.43,6.003563534,100.4953336,15.58%,41.44
100,Kedah,assault,causing_injury,2019-01-01,328,2173.7,93696.564,6.003563534,100.4953336,15.09%,43.10
101,Kedah,assault,causing_injury,2020-01-01,272,2131.4,92080.99,6.003563534,100.4953336,12.76%,43.20
102,Kedah,assault,causing_injury,2021-01-01,274,2151.7,95038.721,6.003563534,100.4953336,12.73%,44.17
103,Kedah,assault,causing_injury,2022-01-01,302,2163.1,102024.695,6.003563534,100.4953336,13.96%,47.17
104,Kedah,assault,causing_injury,2023-01-01,260,2189.3,103588.044,6.003563534,100.4953336,11.88%,47.32
105,Kedah,assault,murder,2016-01-01,17,2119.7,82363.669,6.003563534,100.4953336,0.80%,38.86
106,Kedah,assault,murder,2017-01-01,21,2143.9,86155.209,6.003563534,100.4953336,0.98%,40.19
107,Kedah,assault,murder,2018-01-01,9,2163,89625.43,6.003563534,100.4953336,0.42%,41.44
108,Kedah,assault,murder,2019-01-01,20,2173.7,93696.564,6.003563534,100.4953336,0.92%,43.10
109,Kedah,assault,murder,2020-01-01,13,2131.4,92080.99,6.003563534,100.4953336,0.61%,43.20
110,Kedah,assault,murder,2021-01-01,11,2151.7,95038.721,6.003563534,100.4953336,0.51%,44.17
111,Kedah,assault,murder,2022-01-01,15,2163.1,102024.695,6.003563534,100.4953336,0.69%,47.17
112,Kedah,assault,murder,2023-01-01,19,2189.3,103588.044,6.003563534,100.4953336,0.87%,47.32
113,Kedah,assault,rape,2016-01-01,165,2119.7,82363.669,6.003563534,100.4953336,7.78%,38.86
114,Kedah,assault,rape,2017-01-01,119,2143.9,86155.209,6.003563534,100.4953336,5.55%,40.19
115,Kedah,assault,rape,2018-01-01,119,2163,89625.43,6.003563534,100.4953336,5.50%,41.44
116,Kedah,assault,rape,2019-01-01,145,2173.7,93696.564,6.003563534,100.4953336,6.67%,43.10
117,Kedah,assault,rape,2020-01-01,119,2131.4,92080.99,6.003563534,100.4953336,5.58%,43.20
118,Kedah,assault,rape,2021-01-01,148,2151.7,95038.721,6.003563534,100.4953336,6.88%,44.17
119,Kedah,assault,rape,2022-01-01,159,2163.1,102024.695,6.003563534,100.4953336,7.35%,47.17
120,Kedah,assault,rape,2023-01-01,184,2189.3,103588.044,6.003563534,100.4953336,8.40%,47.32
121,Kedah,assault,robbery_gang_armed,2016-01-01,2,2119.7,82363.669,6.003563534,100.4953336,0.09%,38.86
122,Kedah,assault,robbery_gang_armed,2017-01-01,2,2143.9,86155.209,6.003563534,100.4953336,0.09%,40.19
123,Kedah,assault,robbery_gang_armed,2018-01-01,2,2163,89625.43,6.003563534,100.4953336,0.09%,41.44
124,Kedah,assault,robbery_gang_armed,2019-01-01,2,2173.7,93696.564,6.003563534,100.4953336,0.09%,43.10
125,Kedah,assault,robbery_gang_armed,2020-01-01,0,2131.4,92080.99,6.003563534,100.4953336,0.00%,43.20
126,Kedah,assault,robbery_gang_armed,2021-01-01,1,2151.7,95038.721,6.003563534,100.4953336,0.05%,44.17
127,Kedah,assault,robbery_gang_armed,2022-01-01,0,2163.1,102024.695,6.003563534,100.4953336,0.00%,47.17
128,Kedah,assault,robbery_gang_armed,2023-01-01,0,2189.3,103588.044,6.003563534,100.4953336,0.00%,47.32
129,Kedah,assault,robbery_gang_unarmed,2016-01-01,461,2119.7,82363.669,6.003563534,100.4953336,21.75%,38.86
130,Kedah,assault,robbery_gang_unarmed,2017-01-01,333,2143.9,86155.209,6.003563534,100.4953336,15.53%,40.19
131,Kedah,assault,robbery_gang_unarmed,2018-01-01,353,2163,89625.43,6.003563534,100.4953336,16.32%,41.44
132,Kedah,assault,robbery_gang_unarmed,2019-01-01,278,2173.7,93696.564,6.003563534,100.4953336,12.79%,43.10
133,Kedah,assault,robbery_gang_unarmed,2020-01-01,103,2131.4,92080.99,6.003563534,100.4953336,4.83%,43.20
134,Kedah,assault,robbery_gang_unarmed,2021-01-01,190,2151.7,95038.721,6.003563534,100.4953336,8.83%,44.17
135,Kedah,assault,robbery_gang_unarmed,2022-01-01,217,2163.1,102024.695,6.003563534,100.4953336,10.03%,47.17
136,Kedah,assault,robbery_gang_unarmed,2023-01-01,137,2189.3,103588.044,6.003563534,100.4953336,6.26%,47.32
137,Kedah,assault,robbery_solo_armed,2016-01-01,2,2119.7,82363.669,6.003563534,100.4953336,0.09%,38.86
138,Kedah,assault,robbery_solo_armed,2017-01-01,0,2143.9,86155.209,6.003563534,100.4953336,0.00%,40.19
139,Kedah,assault,robbery_solo_armed,2018-01-01,0,2163,89625.43,6.003563534,100.4953336,0.00%,41.44
140,Kedah,assault,robbery_solo_armed,2019-01-01,2,2173.7,93696.564,6.003563534,100.4953336,0.09%,43.10
141,Kedah,assault,robbery_solo_armed,2020-01-01,0,2131.4,92080.99,6.003563534,100.4953336,0.00%,43.20
142,Kedah,assault,robbery_solo_armed,2021-01-01,0,2151.7,95038.721,6.003563534,100.4953336,0.00%,44.17
143,Kedah,assault,robbery_solo_armed,2022-01-01,1,2163.1,102024.695,6.003563534,100.4953336,0.05%,47.17
144,Kedah,assault,robbery_solo_armed,2023-01-01,0,2189.3,103588.044,6.003563534,100.4953336,0.00%,47.32
145,Kedah,assault,robbery_solo_unarmed,2016-01-01,194,2119.7,82363.669,6.003563534,100.4953336,9.15%,38.86
146,Kedah,assault,robbery_solo_unarmed,2017-01-01,157,2143.9,86155.209,6.003563534,100.4953336,7.32%,40.19
147,Kedah,assault,robbery_solo_unarmed,2018-01-01,169,2163,89625.43,6.003563534,100.4953336,7.81%,41.44
148,Kedah,assault,robbery_solo_unarmed,2019-01-01,162,2173.7,93696.564,6.003563534,100.4953336,7.45%,43.10
149,Kedah,assault,robbery_solo_unarmed,2020-01-01,167,2131.4,92080.99,6.003563534,100.4953336,7.84%,43.20
150,Kedah,assault,robbery_solo_unarmed,2021-01-01,110,2151.7,95038.721,6.003563534,100.4953336,5.11%,44.17
151,Kedah,assault,robbery_solo_unarmed,2022-01-01,199,2163.1,102024.695,6.003563534,100.4953336,9.20%,47.17
152,Kedah,assault,robbery_solo_unarmed,2023-01-01,120,2189.3,103588.044,6.003563534,100.4953336,5.48%,47.32
153,Kedah,property,break_in,2016-01-01,1287,2119.7,82363.669,6.003563534,100.4953336,60.72%,38.86
154,Kedah,property,break_in,2017-01-01,1350,2143.9,86155.209,6.003563534,100.4953336,62.97%,40.19
155,Kedah,property,break_in,2018-01-01,1130,2163,89625.43,6.003563534,100.4953336,52.24%,41.44
156,Kedah,property,break_in,2019-01-01,1138,2173.7,93696.564,6.003563534,100.4953336,52.35%,43.10
157,Kedah,property,break_in,2020-01-01,980,2131.4,92080.99,6.003563534,100.4953336,45.98%,43.20
158,Kedah,property,break_in,2021-01-01,989,2151.7,95038.721,6.003563534,100.4953336,45.96%,44.17
159,Kedah,property,break_in,2022-01-01,1130,2163.1,102024.695,6.003563534,100.4953336,52.24%,47.17
160,Kedah,property,break_in,2023-01-01,1353,2189.3,103588.044,6.003563534,100.4953336,61.80%,47.32
161,Kedah,property,theft_other,2016-01-01,1181,2119.7,82363.669,6.003563534,100.4953336,55.72%,38.86
162,Kedah,property,theft_other,2017-01-01,1108,2143.9,86155.209,6.003563534,100.4953336,51.68%,40.19
163,Kedah,property,theft_other,2018-01-01,1101,2163,89625.43,6.003563534,100.4953336,50.90%,41.44
164,Kedah,property,theft_other,2019-01-01,956,2173.7,93696.564,6.003563534,100.4953336,43.98%,43.10
165,Kedah,property,theft_other,2020-01-01,797,2131.4,92080.99,6.003563534,100.4953336,37.39%,43.20
166,Kedah,property,theft_other,2021-01-01,831,2151.7,95038.721,6.003563534,100.4953336,38.62%,44.17
167,Kedah,property,theft_other,2022-01-01,1360,2163.1,102024.695,6.003563534,100.4953336,62.87%,47.17
168,Kedah,property,theft_other,2023-01-01,1295,2189.3,103588.044,6.003563534,100.4953336,59.15%,47.32
169,Kedah,property,theft_vehicle_lorry,2016-01-01,111,2119.7,82363.669,6.003563534,100.4953336,5.24%,38.86
170,Kedah,property,theft_vehicle_lorry,2017-01-01,81,2143.9,86155.209,6.003563534,100.4953336,3.78%,40.19
171,Kedah,property,theft_vehicle_lorry,2018-01-01,56,2163,89625.43,6.003563534,100.4953336,2.59%,41.44
172,Kedah,property,theft_vehicle_lorry,2019-01-01,78,2173.7,93696.564,6.003563534,100.4953336,3.59%,43.10
173,Kedah,property,theft_vehicle_lorry,2020-01-01,46,2131.4,92080.99,6.003563534,100.4953336,2.16%,43.20
174,Kedah,property,theft_vehicle_lorry,2021-01-01,24,2151.7,95038.721,6.003563534,100.4953336,1.12%,44.17
175,Kedah,property,theft_vehicle_lorry,2022-01-01,30,2163.1,102024.695,6.003563534,100.4953336,1.39%,47.17
176,Kedah,property,theft_vehicle_lorry,2023-01-01,40,2189.3,103588.044,6.003563534,100.4953336,1.83%,47.32
177,Kedah,property,theft_vehicle_motorcar,2016-01-01,497,2119.7,82363.669,6.003563534,100.4953336,23.45%,38.86
178,Kedah,property,theft_vehicle_motorcar,2017-01-01,378,2143.9,86155.209,6.003563534,100.4953336,17.63%,40.19
179,Kedah,property,theft_vehicle_motorcar,2018-01-01,366,2163,89625.43,6.003563534,100.4953336,16.92%,41.44
180,Kedah,property,theft_vehicle_motorcar,2019-01-01,314,2173.7,93696.564,6.003563534,100.4953336,14.45%,43.10
181,Kedah,property,theft_vehicle_motorcar,2020-01-01,235,2131.4,92080.99,6.003563534,100.4953336,11.03%,43.20
182,Kedah,property,theft_vehicle_motorcar,2021-01-01,140,2151.7,95038.721,6.003563534,100.4953336,6.51%,44.17
183,Kedah,property,theft_vehicle_motorcar,2022-01-01,172,2163.1,102024.695,6.003563534,100.4953336,7.95%,47.17
184,Kedah,property,theft_vehicle_motorcar,2023-01-01,198,2189.3,103588.044,6.003563534,100.4953336,9.04%,47.32
185,Kedah,property,theft_vehicle_motorcycle,2016-01-01,3125,2119.7,82363.669,6.003563534,100.4953336,147.43%,38.86
186,Kedah,property,theft_vehicle_motorcycle,2017-01-01,2846,2143.9,86155.209,6.003563534,100.4953336,132.75%,40.19
187,Kedah,property,theft_vehicle_motorcycle,2018-01-01,2579,2163,89625.43,6.003563534,100.4953336,119.23%,41.44
188,Kedah,property,theft_vehicle_motorcycle,2019-01-01,2192,2173.7,93696.564,6.003563534,100.4953336,100.84%,43.10
189,Kedah,property,theft_vehicle_motorcycle,2020-01-01,1399,2131.4,92080.99,6.003563534,100.4953336,65.64%,43.20
190,Kedah,property,theft_vehicle_motorcycle,2021-01-01,1083,2151.7,95038.721,6.003563534,100.4953336,50.33%,44.17
191,Kedah,property,theft_vehicle_motorcycle,2022-01-01,1066,2163.1,102024.695,6.003563534,100.4953336,49.28%,47.17
192,Kedah,property,theft_vehicle_motorcycle,2023-01-01,961,2189.3,103588.044,6.003563534,100.4953336,43.90%,47.32
193,Kelantan,assault,causing_injury,2016-01-01,291,1796.7,44991.308,5.680106955,102.1136499,16.20%,25.04
194,Kelantan,assault,causing_injury,2017-01-01,252,1829,47037.852,5.680106955,102.1136499,13.78%,25.72
195,Kelantan,assault,causing_injury,2018-01-01,190,1860.5,48273.12,5.680106955,102.1136499,10.21%,25.95
196,Kelantan,assault,causing_injury,2019-01-01,178,1883.8,51026.369,5.680106955,102.1136499,9.45%,27.09
197,Kelantan,assault,causing_injury,2020-01-01,211,1792.5,50333.378,5.680106955,102.1136499,11.77%,28.08
198,Kelantan,assault,causing_injury,2021-01-01,201,1812.3,51616.054,5.680106955,102.1136499,11.09%,28.48
199,Kelantan,assault,causing_injury,2022-01-01,215,1830.6,53947.423,5.680106955,102.1136499,11.74%,29.47
200,Kelantan,assault,causing_injury,2023-01-01,147,1859.8,55295.741,5.680106955,102.1136499,7.90%,29.73
201,Kelantan,assault,murder,2016-01-01,10,1796.7,44991.308,5.680106955,102.1136499,0.56%,25.04
202,Kelantan,assault,murder,2017-01-01,13,1829,47037.852,5.680106955,102.1136499,0.71%,25.72
203,Kelantan,assault,murder,2018-01-01,6,1860.5,48273.12,5.680106955,102.1136499,0.32%,25.95
204,Kelantan,assault,murder,2019-01-01,9,1883.8,51026.369,5.680106955,102.1136499,0.48%,27.09
205,Kelantan,assault,murder,2020-01-01,13,1792.5,50333.378,5.680106955,102.1136499,0.73%,28.08
206,Kelantan,assault,murder,2021-01-01,8,1812.3,51616.054,5.680106955,102.1136499,0.44%,28.48
207,Kelantan,assault,murder,2022-01-01,6,1830.6,53947.423,5.680106955,102.1136499,0.33%,29.47
208,Kelantan,assault,murder,2023-01-01,9,1859.8,55295.741,5.680106955,102.1136499,0.48%,29.73
209,Kelantan,assault,rape,2016-01-01,144,1796.7,44991.308,5.680106955,102.1136499,8.01%,25.04
210,Kelantan,assault,rape,2017-01-01,114,1829,47037.852,5.680106955,102.1136499,6.23%,25.72
211,Kelantan,assault,rape,2018-01-01,101,1860.5,48273.12,5.680106955,102.1136499,5.43%,25.95
212,Kelantan,assault,rape,2019-01-01,73,1883.8,51026.369,5.680106955,102.1136499,3.88%,27.09
213,Kelantan,assault,rape,2020-01-01,108,1792.5,50333.378,5.680106955,102.1136499,6.03%,28.08
214,Kelantan,assault,rape,2021-01-01,107,1812.3,51616.054,5.680106955,102.1136499,5.90%,28.48
215,Kelantan,assault,rape,2022-01-01,98,1830.6,53947.423,5.680106955,102.1136499,5.35%,29.47
216,Kelantan,assault,rape,2023-01-01,130,1859.8,55295.741,5.680106955,102.1136499,6.99%,29.73
217,Kelantan,assault,robbery_gang_armed,2016-01-01,1,1796.7,44991.308,5.680106955,102.1136499,0.06%,25.04
218,Kelantan,assault,robbery_gang_armed,2017-01-01,2,1829,47037.852,5.680106955,102.1136499,0.11%,25.72
219,Kelantan,assault,robbery_gang_armed,2018-01-01,4,1860.5,48273.12,5.680106955,102.1136499,0.21%,25.95
220,Kelantan,assault,robbery_gang_armed,2019-01-01,2,1883.8,51026.369,5.680106955,102.1136499,0.11%,27.09
221,Kelantan,assault,robbery_gang_armed,2020-01-01,0,1792.5,50333.378,5.680106955,102.1136499,0.00%,28.08
222,Kelantan,assault,robbery_gang_armed,2021-01-01,2,1812.3,51616.054,5.680106955,102.1136499,0.11%,28.48
223,Kelantan,assault,robbery_gang_armed,2022-01-01,1,1830.6,53947.423,5.680106955,102.1136499,0.05%,29.47
224,Kelantan,assault,robbery_gang_armed,2023-01-01,5,1859.8,55295.741,5.680106955,102.1136499,0.27%,29.73
225,Kelantan,assault,robbery_gang_unarmed,2016-01-01,71,1796.7,44991.308,5.680106955,102.1136499,3.95%,25.04
226,Kelantan,assault,robbery_gang_unarmed,2017-01-01,141,1829,47037.852,5.680106955,102.1136499,7.71%,25.72
227,Kelantan,assault,robbery_gang_unarmed,2018-01-01,139,1860.5,48273.12,5.680106955,102.1136499,7.47%,25.95
228,Kelantan,assault,robbery_gang_unarmed,2019-01-01,121,1883.8,51026.369,5.680106955,102.1136499,6.42%,27.09
229,Kelantan,assault,robbery_gang_unarmed,2020-01-01,81,1792.5,50333.378,5.680106955,102.1136499,4.52%,28.08
230,Kelantan,assault,robbery_gang_unarmed,2021-01-01,66,1812.3,51616.054,5.680106955,102.1136499,3.64%,28.48
231,Kelantan,assault,robbery_gang_unarmed,2022-01-01,66,1830.6,53947.423,5.680106955,102.1136499,3.61%,29.47
232,Kelantan,assault,robbery_gang_unarmed,2023-01-01,43,1859.8,55295.741,5.680106955,102.1136499,2.31%,29.73
233,Kelantan,assault,robbery_solo_armed,2016-01-01,1,1796.7,44991.308,5.680106955,102.1136499,0.06%,25.04
234,Kelantan,assault,robbery_solo_armed,2017-01-01,0,1829,47037.852,5.680106955,102.1136499,0.00%,25.72
235,Kelantan,assault,robbery_solo_armed,2018-01-01,0,1860.5,48273.12,5.680106955,102.1136499,0.00%,25.95
236,Kelantan,assault,robbery_solo_armed,2019-01-01,0,1883.8,51026.369,5.680106955,102.1136499,0.00%,27.09
237,Kelantan,assault,robbery_solo_armed,2020-01-01,0,1792.5,50333.378,5.680106955,102.1136499,0.00%,28.08
238,Kelantan,assault,robbery_solo_armed,2021-01-01,0,1812.3,51616.054,5.680106955,102.1136499,0.00%,28.48
239,Kelantan,assault,robbery_solo_armed,2022-01-01,0,1830.6,53947.423,5.680106955,102.1136499,0.00%,29.47
240,Kelantan,assault,robbery_solo_armed,2023-01-01,0,1859.8,55295.741,5.680106955,102.1136499,0.00%,29.73
241,Kelantan,assault,robbery_solo_unarmed,2016-01-01,25,1796.7,44991.308,5.680106955,102.1136499,1.39%,25.04
